hour,susceptible,exposed,infected,hospitalized,recovered,deceased
686,198050,0,0,0,0,0.0
687,198050,0,0,0,0,0.0
688,198050,0,0,0,0,0.0
689,198050,0,0,0,0,0.0
690,198050,0,0,0,0,0.0
691,198050,0,0,0,0,0.0
692,198050,0,0,0,0,0.0
693,198050,0,0,0,0,0.0
694,198050,0,0,0,0,0.0
695,198050,0,0,0,0,0.0
696,198050,0,0,0,0,0.0
697,198050,0,0,0,0,0.0
698,198050,0,0,0,0,0.0
699,198050,0,0,0,0,0.0
700,198050,0,0,0,0,0.0
701,198050,0,0,0,0,0.0
702,198050,0,0,0,0,0.0
703,198050,0,0,0,0,0.0
704,198050,0,0,0,0,0.0
705,198050,0,0,0,0,0.0
706,198050,0,0,0,0,0.0
707,198050,0,0,0,0,0.0
708,198050,0,0,0,0,0.0
709,198050,0,0,0,0,0.0
710,198050,0,0,0,0,0.0
711,198050,0,0,0,0,0.0
712,198050,0,0,0,0,0.0
713,198050,0,0,0,0,0.0
714,198050,0,0,0,0,0.0
715,198050,0,0,0,0,0.0
716,198050,0,0,0,0,0.0
717,198050,0,0,0,0,0.0
718,198050,0,0,0,0,0.0
719,198050,0,0,0,0,0.0
720,198050,0,0,0,0,0.0
721,198050,0,0,0,0,0.0
722,198050,0,0,0,0,0.0
723,198050,0,0,0,0,0.0
724,198050,0,0,0,0,0.0
725,198050,0,0,0,0,0.0
726,198050,0,0,0,0,0.0
727,198050,0,0,0,0,0.0
728,198050,0,0,0,0,0.0
729,198050,0,0,0,0,0.0
730,198050,0,0,0,0,0.0
731,198050,0,0,0,0,0.0
732,198050,0,0,0,0,0.0
733,198050,0,0,0,0,0.0
734,198050,0,0,0,0,0.0
735,198050,0,0,0,0,0.0
736,198050,0,0,0,0,0.0
737,198050,0,0,0,0,0.0
738,198050,0,0,0,0,0.0
739,198050,0,0,0,0,0.0
740,198050,0,0,0,0,0.0
741,198050,0,0,0,0,0.0
742,198050,0,0,0,0,0.0
743,198050,0,0,0,0,0.0
744,198050,0,0,0,0,0.0
745,198050,0,0,0,0,0.0
746,198050,0,0,0,0,0.0
747,198050,0,0,0,0,0.0
748,198050,0,0,0,0,0.0
749,198050,0,0,0,0,0.0
750,198050,0,0,0,0,0.0
751,198050,0,0,0,0,0.0
752,198050,0,0,0,0,0.0
753,198050,0,0,0,0,0.0
754,198050,0,0,0,0,0.0
755,198050,0,0,0,0,0.0
756,198050,0,0,0,0,0.0
757,198050,0,0,0,0,0.0
758,198050,0,0,0,0,0.0
759,198050,0,0,0,0,0.0
760,198050,0,0,0,0,0.0
761,198050,0,0,0,0,0.0
762,198050,0,0,0,0,0.0
763,198050,0,0,0,0,0.0
764,198050,0,0,0,0,0.0
765,198050,0,0,0,0,0.0
766,198050,0,0,0,0,0.0
767,198050,0,0,0,0,0.0
768,198049,0,1,0,0,0.0
769,198049,0,1,0,0,0.0
770,198049,0,1,0,0,0.0
771,198049,0,1,0,0,0.0
772,198049,0,1,0,0,0.0
773,198049,0,1,0,0,0.0
774,198049,0,1,0,0,0.0
775,198049,0,1,0,0,0.0
776,198049,0,1,0,0,0.0
777,198049,0,1,0,0,0.0
778,198049,0,1,0,0,0.0
779,198049,0,1,0,0,0.0
780,198049,0,1,0,0,0.0
781,198049,0,1,0,0,0.0
782,198049,0,1,0,0,0.0
783,198049,0,1,0,0,0.0
784,198049,0,1,0,0,0.0
785,198049,0,1,0,0,0.0
786,198049,0,1,0,0,0.0
787,198049,0,1,0,0,0.0
788,198049,0,1,0,0,0.0
789,198049,0,1,0,0,0.0
790,198049,0,1,0,0,0.0
791,198049,0,1,0,0,0.0
792,198049,0,0,0,0,0.0
793,198049,0,0,0,0,0.0
794,198049,0,0,0,0,0.0
795,198049,0,0,0,0,0.0
796,198049,0,0,0,0,0.0
797,198049,0,0,0,0,0.0
798,198049,0,0,0,0,0.0
799,198049,0,0,0,0,0.0
800,198049,0,0,0,0,0.0
801,198049,0,0,0,0,0.0
802,198049,0,0,0,0,0.0
803,198049,0,0,0,0,0.0
804,198049,0,0,0,0,0.0
805,198049,0,0,0,0,0.0
806,198049,0,0,0,0,0.0
807,198049,0,0,0,0,0.0
808,198049,0,0,0,0,0.0
809,198049,0,0,0,0,0.0
810,198049,0,0,0,0,0.0
811,198049,0,0,0,0,0.0
812,198049,0,0,0,0,0.0
